id;gender;if_gamer;game_genres;Typologia1:1;Typologia1:2;Typologia1:3;Typologia1:4;Typologia1:5;Typologia1:6;Typologia1:7;Typologia1:8;Typologia1:9;Typologia1:10;Typologia1:11;Typologia1:12;Typologia1:13;Typologia1:14;Typologia1:15;Typologia1:16;Typologia1:17;Typologia1:18;SPOLECZNIK;ODKRYWCA;ZDOBYWCA;ZABOJCA;player_type;stroop_reaction_prcnt;stroop_reaction_time_avg;stroop_reaction_compatible_prcnt;stroop_reaction_time_compatible_avg;stroop_reaction_incompatible_prcnt;stroop_reaction_time_incompatible_avg;n_back_reaction_avg;n_back_reaction_time_avg;n_back_match_percentage;n_back_miss_percentage;n_back_false_alarm_percentage;attention_reaction_time_avg;attention_reaction_time_avg_5_dist;attention_reaction_time_avg_10_dist;attention_reaction_time_avg_15_dist;attention_reaction_time_avg_20_dist;attention_status_prcnt;attention_status_prcnt_5_dist;attention_status_prcnt_10_dist;attention_status_prcnt_15_dist;attention_status_prcnt_20_dist
s.89e83b3e-1ec3-432e-ac40-5a82d56cf76f.txt;2;1;Final Fantasy XIV, Genshin Impact, Dark Souls;7,0;3,0;2,0;2,0;3,0;2,0;1,0;3,0;6,0;7,0;5,0;1,0;7,0;7,0;7,0;7,0;1,0;7,0;5;21;10;6;2;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
s.733b31fa-3a2a-41e0-93f6-f85cb6473c47.txt;2;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0,92;926,38;0,9166666666666666;1063,0833333333333;0,9210526315789473;883,2105263157895;0,9666666666666667;839,3571428571429;0,23333333333333334;0,03333333333333333;0,0;768,9166666666666;683,6;723,3333333333334;830,8333333333334;815,8571428571429;1,0;1,0;1,0;1,0;1,0
s.4e60dce3-9579-45b5-b26c-219ad2463925.txt;1;1;Genshin Impact~~Civilization VI;6,0;6,0;2,0;2,0;1,0;1,0;1,0;5,0;2,0;1,0;5,0;6,0;7,0;2,0;2,0;7,0;1,0;3,0;5;11;16;8;3;0,92;785,6;0,9285714285714286;711,1428571428571;0,9166666666666666;814,5555555555555;0,8666666666666667;602,25;0,13333333333333333;0,11666666666666667;0,016666666666666666;857,52;760,5714285714286;802,8333333333334;785,4285714285714;1159,8;0,98;1,0;0,9166666666666666;1,0;1,0
s.5a8bbce4-beff-4953-9654-99d9275ad990.txt;1;1;genshin impact~~league of legends~~dead by daylight;2,0;1,0;1,0;1,0;4,0;7,0;1,0;7,0;7,0;7,0;7,0;7,0;7,0;1,0;7,0;1,0;1,0;1,0;23;18;6;3;1;0,9;934,6;0,9285714285714286;854,3571428571429;0,8888888888888888;965,8055555555555;0,8333333333333334;559,7777777777778;0,15;0,16666666666666666;0,0;734,52;568,2;687,8571428571429;781,0;860,1428571428571;0,96;1,0;0,8571428571428571;1,0;1,0
s.abaffb9d-359d-4de8-a587-657f7352ea14.txt;1;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0,96;588,88;1,0;562,875;0,9523809523809523;593,8333333333334;0,9333333333333333;578,3333333333334;0,35;0,03333333333333333;0,03333333333333333;1016,8333333333334;655,8;782,0;1308,6666666666667;1225,857142857143;1,0;1,0;1,0;1,0;1,0
s.106cd9e3-a9e2-46d8-947e-5ad0ac1ede66.txt;2;1;nostale ~~sfgame~~lol;3,0;1,0;7,0;1,0;1,0;1,0;1,0;7,0;7,0;7,0;5,0;6,0;7,0;6,0;7,0;7,0;1,0;1,0;14;16;12;6;2;0,36;1525,0;0,3333333333333333;1475,6;0,37142857142857144;1546,1714285714286;0,75;435,54545454545456;0,36666666666666664;0,03333333333333333;0,21666666666666667;2286,9;1575,0;2100,0;3303,1666666666665;1989,6666666666667;0,66;0,5384615384615384;0,5454545454545454;0,7142857142857143;0,8333333333333334
s.975aeb79-a257-4056-87e9-b038711fa478.txt;2;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1,0;1023,82;1,0;1148,142857142857;1,0;1003,5813953488372;0,9666666666666667;568,7826086956521;0,38333333333333336;0,0;0,03333333333333333;857,1538461538462;649,4285714285714;715,4;1086,0;937,2857142857143;1,0;1,0;1,0;1,0;1,0
s.ebe79aa9-9d7a-4e9f-8e4d-be938a9c58c3.txt;2;1;League of Legends~~Apex Legends~~Civilization VI;3,0;1,0;5,0;6,0;2,0;1,0;6,0;3,0;2,0;2,0;5,0;2,0;7,0;2,0;6,0;7,0;1,0;5,0;7;3;16;10;3;0,88;524,84;0,875;505,8125;0,8823529411764706;533,7941176470588;0,9666666666666667;579,3478260869565;0,38333333333333336;0,0;0,03333333333333333;655,1923076923077;534,2;705,7142857142857;611,7142857142857;734,5714285714286;0,98;1,0;1,0;1,0;0,9230769230769231
s.9839ec56-1e03-4f44-a34d-24b07254e560.txt;1;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0,82;1172,94;1,0;1083,0833333333333;0,7631578947368421;1201,3157894736842;0,8666666666666667;836,8333333333334;0,2;0,13333333333333333;0,0;1165,111111111111;772,7142857142857;1105,5;1131,4285714285713;1642,2857142857142;1,0;1,0;1,0;1,0;1,0
s.c442c2a5-47fe-4522-be18-5ee1f6117f07.txt;2;1;liga legend;1,0;1,0;5,0;7,0;1,0;7,0;3,0;5,0;2,0;2,0;7,0;4,0;1,0;6,0;7,0;7,0;2,0;1,0;13;6;10;12;1;0,94;591,8;1,0;551,3571428571429;0,9166666666666666;607,5277777777778;0,7833333333333333;568,8125;0,26666666666666666;0,08333333333333333;0,13333333333333333;880,2;765,4;781,5714285714286;851,0;1085,857142857143;1,0;1,0;1,0;1,0;1,0
s.e9412a33-8df0-4568-ae02-971105861890.txt;1;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0,98;743,6;1,0;673,8;0,9714285714285714;773,5142857142857;0,85;481,7;0,3333333333333333;0,08333333333333333;0,06666666666666667;948,6538461538462;663,6666666666666;888,5;1174,2857142857142;1018,8571428571429;0,98;1,0;1,0;0,9230769230769231;1,0
s.9e057271-7ba2-48b4-914b-93a91d5b8032.txt;2;1;teamfight tactics;1,0;7,0;7,0;7,0;1,0;7,0;1,0;1,0;1,0;1,0;7,0;1,0;1,0;1,0;7,0;7,0;7,0;1,0;12;6;12;24;4;0,84;967,72;0,875;994,25;0,8333333333333334;962,6666666666666;0,9833333333333333;466,76190476190476;0,35;0,0;0,016666666666666666;744,4074074074074;506,42857142857144;710,1428571428571;938,5;850,2857142857143;0,98;1,0;0,9230769230769231;1,0;1,0
s.94936080-666b-44e5-b587-238f6ef19171.txt;2;1;Apex Legends~~CS:Go~~Phasmophobia;2,0;2,0;1,0;7,0;1,0;1,0;1,0;7,0;1,0;7,0;4,0;1,0;7,0;2,0;1,0;7,0;1,0;7,0;12;9;21;6;3;0,94;793,68;1,0;569,4444444444445;0,926829268292683;842,9024390243902;0,8333333333333334;565,6666666666666;0,2;0,15;0,016666666666666666;843,0;639,2;874,8571428571429;950,3333333333334;864,7142857142857;0,98;1,0;1,0;0,9090909090909091;1,0
s.f6664386-39e6-4e11-b13d-9bab7420e646.txt;2;1;Call of Duty Vanguard;7,0;7,0;1,0;7,0;1,0;7,0;1,0;1,0;1,0;1,0;5,0;1,0;7,0;1,0;1,0;7,0;7,0;7,0;4;12;18;18;3,4;0,94;930,26;1,0;883,0;0,925;942,075;0,8;885,0833333333334;0,2;0,16666666666666666;0,03333333333333333;996,7083333333334;821,4285714285714;729,6;1342,857142857143;1024,6;1,0;1,0;1,0;1,0;1,0
s.0d7e51ed-99a0-4162-a81d-7221cc211a57.txt;2;1;LeagueoFLegends~~TeamfightTactics~~CounterStrike;1,0;7,0;1,0;7,0;7,0;7,0;1,0;7,0;1,0;7,0;7,0;1,0;7,0;1,0;1,0;7,0;1,0;1,0;21;6;15;12;1;0,8;588,66;0,8666666666666667;613,4666666666667;0,7714285714285715;578,0285714285715;0,9833333333333333;466,5;0,23333333333333334;0,016666666666666666;0,0;806,9615384615385;520,1666666666666;661,7142857142857;756,2857142857143;1322,3333333333333;0,96;0,9230769230769231;1,0;0,9166666666666666;1,0
s.83d66040-af93-4403-9abd-7e9de38fc67a.txt;2;1;Zelda: Breath of the Wild, Heroes of Might and Magic III,;6,0;6,0;5,0;6,0;6,0;6,0;6,0;6,0;5,0;5,0;6,0;5,0;5,0;5,0;5,0;5,0;5,0;5,0;7;7;3;9;4;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
s.d5039597-3110-4b0d-a961-dff5b7117192.txt;2;1;lol~~forza5~~rocket league;7,0;6,0;2,0;7,0;2,0;1,0;2,0;2,0;1,0;1,0;1,0;2,0;4,0;3,0;2,0;7,0;4,0;2,0;3;7;18;10;3;0,88;831,6;1,0;790,5625;0,8235294117647058;850,9117647058823;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
s.72f64ce2-c2cd-44cf-bd9f-bb63e1e69e9a.txt;2;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0,9;703,12;0,9230769230769231;704,3076923076923;0,8918918918918919;702,7027027027027;0,8833333333333333;480,25;0,26666666666666666;0,08333333333333333;0,03333333333333333;706,5;556,5;616,0;915,0;721,0;0,98;1,0;1,0;0,9166666666666666;1,0
s.afe31423-171d-45ff-9ce0-d0994915d80c.txt;1;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1,0;1162,22;1,0;1012,0909090909091;1,0;1204,5641025641025;0,8833333333333333;462,1111111111111;0,15;0,08333333333333333;0,03333333333333333;1003,7083333333334;695,6;1087,5714285714287;1064,5;1101,8333333333333;1,0;1,0;1,0;1,0;1,0
s.6e9838c4-3272-4b9c-90e4-38f96eaf2da5.txt;2;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0,64;1279,36;0,6666666666666666;1157,2;0,6285714285714286;1331,7142857142858;0,75;627,0;0,11666666666666667;0,18333333333333332;0,06666666666666667;1033,12;867,2857142857143;846,4285714285714;1127,8;1365,5;1,0;1,0;1,0;1,0;1,0
s.fd97a77a-3b1c-4471-b0c2-9275099c9239.txt;2;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0,82;913,88;0,9230769230769231;828,3846153846154;0,7837837837837838;943,918918918919;1,0;627,65;0,3333333333333333;0,0;0,0;812,44;606,1428571428571;711,2;810,8571428571429;1139,3333333333333;1,0;1,0;1,0;1,0;1,0
s.bb4f50d1-1ce4-4f74-a958-bc4f7691d02c.txt;1;1;Genshin Impact, Osu, The Sims 4;2,0;1,0;2,0;1,0;2,0;1,0;2,0;7,0;3,0;7,0;7,0;7,0;7,0;1,0;6,0;7,0;1,0;7,0;17;15;12;3;1;0,98;744,88;1,0;837,8333333333334;0,9736842105263158;715,5263157894736;1,0;545,5;0,36666666666666664;0,0;0,0;1507,0;1292,2857142857142;1085,5;2145,8;1674,6;1,0;1,0;1,0;1,0;1,0
s.f469ba2c-1986-4598-bdf8-2be5bdaf6c8f.txt;1;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0,86;681,02;0,8333333333333334;570,5833333333334;0,868421052631579;715,8947368421053;0,9333333333333333;533,1739130434783;0,38333333333333336;0,03333333333333333;0,03333333333333333;1040,76;1024,142857142857;799,1666666666666;1025,0;1317,5;0,98;1,0;0,9166666666666666;1,0;1,0
s.97d48b5e-63da-4ea7-b24a-0cc21928cce1.txt;2;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0,98;849,52;1,0;939,9090909090909;0,9743589743589743;824,025641025641;0,9333333333333333;754,1875;0,26666666666666666;0,016666666666666666;0,05;861,56;627,5;717,8333333333334;963,1428571428571;1120,8333333333333;1,0;1,0;1,0;1,0;1,0
s.1e573fa7-ba07-426c-89f7-6484c5848804.txt;1;0;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0,34;785,72;0,07142857142857142;687,3571428571429;0,4444444444444444;823,9722222222222;0,9666666666666667;374,6666666666667;0,3;0,03333333333333333;0,0;994,7083333333334;652,2857142857143;754,2;1337,3333333333333;1252,0;0,98;1,0;1,0;0,9230769230769231;1,0
s.59b0d637-74bc-4cae-8e9c-785c79c623c6.txt;2;1;Genshin Impact, Valorant, Rocket league;1,0;4,0;1,0;7,0;1,0;1,0;1,0;1,0;1,0;1,0;7,0;7,0;7,0;1,0;7,0;7,0;7,0;7,0;9;15;18;9;3;0,72;624,46;0,9285714285714286;613,5714285714286;0,6388888888888888;628,6944444444445;0,75;785,1666666666666;0,3;0,05;0,2;727,2173913043479;628,0;728,5;708,6666666666666;926,75;0,86;1,0;0,8333333333333334;0,7692307692307693;0,8181818181818182
s.ef484df1-700c-4d3e-a9ef-36dd1a8f9bfc.txt;2;1;League of legends,~~TFT: Teamfight Tactics;1,0;3,0;1,0;6,0;6,0;6,0;3,0;7,0;2,0;2,0;5,0;2,0;6,0;2,0;2,0;7,0;3,0;2,0;14;4;9;9;1;0,98;985,16;1,0;857,0555555555555;0,96875;1057,21875;None;None;None;None;None;982,16;699,6666666666666;895,5;1082,6666666666667;1212,4285714285713;0,96;1,0;1,0;0,8461538461538461;1,0
s.6e3413fb-8702-4d2a-a4b6-cf2e90eecaa6.txt;2;1;lol,fort;7,0;3,0;2,0;7,0;1,0;7,0;1,0;1,0;1,0;1,0;5,0;2,0;6,0;6,0;2,0;7,0;6,0;3,0;3;10;16;13;3;0,8;616,78;0,8095238095238095;543,2380952380952;0,7931034482758621;670,0344827586207;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
s.54836112-2586-4b8e-926b-232747f07bdb.txt;2;1;Teamfight Tactics~~League of legends;1,0;1,0;5,0;6,0;2,0;5,0;1,0;7,0;2,0;1,0;5,0;7,0;5,0;1,0;6,0;7,0;1,0;2,0;15;8;10;8;1;0,9;761,5;0,9090909090909091;759,0;0,8974358974358975;762,2051282051282;0,9833333333333333;513,3125;0,26666666666666666;0,016666666666666666;0,0;853,4;677,5;629,8;910,0;1107,2857142857142;1,0;1,0;1,0;1,0;1,0
